PATHWAY_SORTORDER,BIOCHEMICAL,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,CAS,PUBCHEM,CHEMSPIDER,KEGG,                               Group   HMDB_ID,S9,S12,S2,S16,S3,S15,S14,S10,S11,S66,S8,S1,S7,S5,S13,S4,S6,S18,S19,S20,S21,S22,S23,S24,S25,S82,S83,S84,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65,S17,S67,S68,S69,S70,S71,S72,S73,S74,S75,S76,S77,S78,S79,S80,S81,S26,S27,S28,S85,S86,S87,S88,S89,S90,S91,S92,S93,S94,S95,S96,S97,S98,S99,S100,S101,S102,S103,S104,S105,S106,S107,S108,S109,S110,S111,S112
2731,tetrahydrocortisol sulfate (1),Lipid,Corticosteroids,62793,LC/MS Neg,100020848,4276,445.19016,,,,,,0.736,0.6615,1.4804,0.0355,0.7241,0.1796,1.5051,0.9941,2.1648,1.8997,0.8684,0.8147,0.3847,0.5853,3.2411,0.5373,1.4187,1.2113,1.093,1.3976,3.0168,1.2801,0.1122,2.7475,2.3942,0.776,0.8331,0.8842,0.8519,0.6666,0.8219,0.0355,1.1724,0.4395,0.6582,1.4413,2.9289,0.9477,0.322,0.2346,0.0355,0.0653,2.4497,0.4051,2.2464,0.5533,1.2652,1.4189,3.2305,1.7005,1.4246,0.5118,0.5956,0.7132,0.3396,1.8161,0.9318,4.5841,1.4366,0.0355,0.9455,0.2136,1.7243,1.0188,2.8396,2.7792,0.6358,0.0355,0.0355,0.4788,1.8707,1.0059,1.7638,1.3006,0.5028,1.9446,2.1693,0.9671,0.8927,2.9776,0.6412,0.4042,0.3622,0.2483,0.6136,1.6389,0.5287,0.0355,1.6533,0.2791,0.0355,1.0923,2.4971,3.6083,1.2999,0.4788,0.0355,0.5998,1.8827,0.4343,0.5632,1.1669,0.8357,1.5262,1.5544,1.552,1.1266,1.2877,0.5713,1.8419,0.4934,1.3877
2732,tetrahydrocortisol sulfate (2),Lipid,Corticosteroids,62794,LC/MS Neg,100020849,4668,445.19016,,,,,,0.5899,0.6338,0.7609,0.1599,0.9574,0.1599,2.3581,2.3582,1.3849,3.3009,1.2779,0.9896,0.4916,1.5014,3.0589,1,0.6959,1.4639,1.6506,1.2561,3.8609,1.7058,0.7185,3.0906,2.3258,0.9379,2.2684,0.8813,0.6824,0.2848,0.5045,0.2418,0.6911,0.6308,2.8111,1.072,2.7604,0.6222,0.3163,0.5962,0.7649,0.1872,2.2615,0.5008,1.3003,1.4952,0.6318,1.0238,3.1199,1.9298,1.6765,0.8967,0.2653,0.7363,0.5515,1.076,0.6426,4.5804,1.1035,0.9002,0.8079,0.3956,1.402,5.5992,2.2429,2.3389,0.8857,0.6519,1.4362,1.3576,1.7956,2.4999,1.7168,1.1834,0.3993,0.7641,2.8532,1.9663,0.9494,2.5407,0.5804,0.3163,0.6345,0.483,0.3706,1.0194,0.408,0.1599,0.814,0.1599,2.0383,1.0755,2.2869,5.7084,1.415,0.6194,1.0438,0.844,2.2161,0.716,0.5648,2.6615,0.5412,0.7917,1.996,2.3043,0.8502,1.2066,0.4134,1.257,0.8981,0.6412
2725,tetrahydrocortisone,Lipid,Corticosteroids,38608,LC/MS Neg,100002403,5121,363.21769,53-05-4,5866,16735652,C05470,HMDB00903,0.1269,0.0619,0.0956,0.7092,2.557,0.1023,3.723,0.4045,3.0971,0.0619,1.2254,0.2014,0.0619,0.0967,2.5763,1.6318,0.4848,5.8616,2.4736,1.5372,6.4499,0.5702,0.0619,3.0229,2.0373,0.1897,0.3283,0.3925,0.1331,0.1123,0.2165,1.0316,1.3027,0.275,0.6534,0.6878,2.5419,0.1009,1.648,0.3705,0.0619,0.9064,1.7747,1.7933,1.4382,2.8745,1.005,1.696,2.0939,1.759,0.2798,0.9718,0.6719,0.0619,0.1116,0.2244,0.0619,0.4107,0.2275,1.8628,1.7174,0.6713,8.8767,2.6298,1.8442,0.0619,2.7607,0.2948,0.1104,2.0814,1.4151,4.8809,0.6644,4.3639,1.5489,1.3914,0.9607,1.5363,0.0619,6.1355,0.7119,0.0619,0.1755,0.5984,0.1617,0.0619,0.1583,0.0619,1.0507,0.1817,0.995,2.0504,2.7683,0.6525,3.1978,0.3057,0.0619,1.0199,3.5191,0.4779,0.4739,11.3173,1.5286,1.4273,3.196,2.3945,0.4486,5.7974,0.9304,0.0627,0.1388,0.3862
4221,theanine,Xenobiotics,Food Component/Plant,22206,LC/MS Pos Early,100000784,2180,175.10772,3081-61-6,439378,388498,C01047,HMDB34365,0.2542,0.0518,0.323,0.684,0.0518,0.0518,0.0518,0.0518,14.764,0.0518,0.7323,0.0518,0.0518,33.1997,0.0518,0.1565,0.223,0.2824,0.0518,0.0518,0.0518,0.2006,0.7932,0.0518,7.5862,0.0518,0.1745,0.4801,0.2697,0.0518,0.3409,0.1878,0.0518,9.6195,0.1029,0.5606,8.9515,0.4643,0.6774,1,0.0518,0.9846,0.0518,0.0518,0.0518,0.0518,0.08,0.0518,1.0157,2.5905,0.0518,0.0518,1.8941,0.6517,8.6315,2.6707,0.0518,2.2881,3.2374,0.0518,0.0518,0.0518,0.0518,0.0518,6.0791,0.127,1.2231,0.4222,1.6409,0.0978,0.0518,0.0518,0.0518,0.0518,2.8743,0.0518,2.7765,2.0381,0.0518,0.0518,2.7765,0.0518,0.0518,0.2012,0.0518,0.3516,3.124,0.0518,1.4498,2.0782,0.0518,0.0518,13.7591,23.3458,0.7691,3.8749,6.8573,0.0518,0.0518,0.4436,0.0518,0.0518,0.0518,0.0518,4.0287,2.8009,3.2054,0.0518,1.3912,0.6453,0.2171,2.6948
3841,theobromine,Xenobiotics,Xanthine Metabolism,18392,LC/MS Pos Early,100000445,1600,181.07201,83-67-0,5429,5236,C07480,HMDB02825,0.4636,0.7259,3.7776,4.8715,1.455,1.3934,2.5554,1.137,2.2962,3.3473,4.0229,0.1438,0.2352,1.0197,8.5228,0.9558,1.5635,0.6071,1.6898,2.1761,1.3002,0.5491,5.2309,1.5463,1.6595,1.928,1.0711,2.0384,0.5705,0.0252,0.6251,0.5194,0.802,0.2899,1,0.3728,1.4969,7.7781,0.83,0.2398,0.6702,0.0984,0.2375,1.3447,0.0688,0.0252,0.1042,0.1883,0.588,0.5346,3.1019,1.2254,1.6769,0.0771,0.141,0.3417,1.8411,1.0516,10.9911,5.5901,0.9061,1.8858,1.7508,2.388,0.7251,2.5425,2.7842,0.8658,1.6763,2.2384,8.2862,1.0748,0.5876,0.7145,1.8389,1.3229,0.9331,0.8321,2.7756,3.5442,1.0205,2.6764,2.2004,1.7516,0.5211,0.0252,0.3075,0.1641,0.2116,0.4279,1.5664,0.2727,0.6211,0.2003,1.7716,0.6272,0.3681,0.0508,0.0252,1.0473,21.2016,0.0901,0.1418,1.3336,0.4003,0.4531,0.6464,0.1863,1.4567,0.0848,0.0339,0.2906
3842,theophylline,Xenobiotics,Xanthine Metabolism,18394,LC/MS Pos Early,100000437,1870,181.07201,58-55-9,2153,2068,C07130,HMDB01889,1.3188,2.6285,1.3782,2.1682,0.623,1.6977,0.1597,1.4094,1.8768,0.9922,1.5922,0.5657,0.4437,0.8337,3.0176,0.1505,1.5703,0.5981,0.6739,2.4576,1.1303,0.6477,1.4211,1.7757,1.436,0.9887,0.275,2.2489,1.5913,0.1505,2.6503,1.1481,1.0831,0.6182,2.772,1.0871,0.6412,1.3959,1.9742,0.5579,0.8117,0.1505,1.3,0.9372,0.1505,0.1505,0.1505,0.1505,1.0866,1.0949,2.2778,1.7608,1.9409,0.1505,0.1505,1,1.7977,0.9189,1.2749,3.1533,0.4902,1.9366,0.8913,0.7205,0.6085,1.6331,2.6498,0.3824,0.6554,0.5206,1.0807,0.3483,1.3304,0.5018,0.2748,1.0109,1.5436,0.9258,1.0763,0.8323,1.9989,0.3841,0.2768,1.1671,1.3858,0.1505,1.0937,0.6425,0.5222,0.903,0.8102,0.7892,0.5699,0.3117,1.8818,0.4186,0.6644,0.1505,0.1505,0.6932,1.265,0.3051,0.4556,0.3888,0.952,1.0994,0.8971,0.5844,1.8808,0.1505,0.1505,0.9691
3719,thiamin (Vitamin B1),Cofactors and Vitamins,Thiamine Metabolism,5341,LC/MS Pos Early,873,3050,265.11176,59-43-8,1130,,C00378,HMDB00235,1.0115,1.2987,1.1723,0.2154,0.2478,0.4254,2.1917,0.0746,0.3097,2.3592,0.2026,4.2063,1.9267,0.071,1.2167,0.3102,2.1855,0.2675,0.777,0.3912,1.8455,2.4051,5.1872,0.7174,0.1531,5.1818,5.0473,0.9355,0.6084,0.6195,0.7825,0.455,0.8519,1.9642,3.652,2.4329,1.3281,0.31,0.174,4.1839,1.8765,1.5569,0.4398,0.2495,0.2853,0.071,0.5089,0.3392,0.2251,0.6579,3.1891,0.1266,1.136,2.5611,0.9214,1.2902,0.4954,2.7426,2.1361,0.2802,0.5937,0.071,1.8768,0.7097,0.8026,0.8146,0.071,3.0226,1.7865,0.4146,0.5631,0.2913,1.4058,0.3772,0.1438,0.1627,1.3353,2.2678,2.5979,0.6277,0.1923,2.2052,2.0888,0.8119,0.9885,1.8656,2.1313,0.2307,0.7192,1.3418,3.6886,1.8587,1.3592,3.8242,0.19,7.3283,1.8203,1.9441,2.1227,0.071,0.1759,0.2947,0.8332,1.3167,1.017,1.3382,2.3212,0.6224,1.8708,4.915,2.1152,0.5423
4960,thioproline,Xenobiotics,Chemical,53231,LC/MS Pos Early,100009232,1250,134.02703,34592-47-4,93176,84120,,,0.5089,0.7981,0.5877,1.2133,1.2859,2.0672,0.8683,1.6715,0.19,1.3827,2.8004,0.4815,1.9559,0.6394,1,5.246,0.3808,1.1243,3.5447,0.4591,4.0099,2.4625,0.0796,3.2144,22.0857,0.7663,0.6086,1.1373,1.0349,0.1136,0.3256,2.2023,0.5603,0.6219,0.0796,1.0683,0.6316,0.0796,1.8225,0.5675,4.9621,1.7247,0.7369,3.4787,0.1261,0.9286,1.772,0.8328,2.3625,5.4631,0.7746,3.4042,2.7311,0.3766,0.3767,0.4639,0.8069,3.6133,0.0963,0.9455,1.4633,0.592,11.0963,0.8401,1.9148,0.0796,2.7538,0.2689,3.0573,2.449,0.3596,9.7222,0.3895,4.3071,2.0712,0.7817,1.9501,7.0422,1.3479,0.232,2.0009,0.5767,0.2473,1.6627,0.0796,0.1215,0.4604,1.7008,0.6932,0.0796,0.2842,3.1804,0.5093,0.2393,4.6602,0.6213,0.8223,0.9864,2.4905,2.2607,0.0796,2.1811,0.1317,0.2637,1.983,0.2368,1.1111,1.1607,0.3153,1.11,0.3422,0.0796
3656,threonate,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,27738,LC/MS Polar,100001022,2384,135.02989,70753-61-6,151152,133224,C01620,HMDB00943,0.3444,0.2001,0.4768,3.5849,1.7664,3.6428,0.9933,1.403,7.4108,2.706,16.1127,0.2693,1.5587,2.4629,1.5631,2.6082,0.7303,7.0181,3.2112,0.383,0.6299,0.7936,0.3337,0.4715,3.1517,0.2464,0.2431,1.1457,2.0579,0.3575,0.5927,6.3171,0.92,2.2977,2.0235,0.951,0.9613,0.1127,6.9028,0.3447,7.3264,1.398,2.7715,1.5767,0.4144,8.0541,5.3445,1.7528,1.054,0.8981,0.7525,4.6375,0.6208,0.2879,0.8717,5.115,0.9832,1.1398,0.7509,0.5796,1.0067,1.3877,1.2924,2.3813,1.2205,0.9177,6.4649,0.2144,1.7806,1.7562,1.9281,0.4309,9.3111,4.7567,4.173,1.1816,1.081,0.293,0.2669,0.5692,0.2969,0.1831,0.2128,3.9124,0.1903,1.1717,0.7099,3.9637,5.6194,0.4576,0.7026,2.7748,0.7161,1.7271,7.2414,0.6306,0.6156,0.5085,3.4913,0.7523,1.4791,7.3791,0.5208,0.348,1.8235,0.1667,0.2788,0.9811,0.4114,0.2459,0.2545,0.2386
16,threonine,Amino Acid,"Glycine, Serine and Threonine Metabolism",1284,LC/MS Pos Early,564,1514,120.06552,72-19-5,6288,6051,C00188,HMDB00167,0.3438,0.4254,0.6779,0.9763,0.5921,1.1322,0.4631,10.5289,0.9164,1.1109,0.7102,1.3745,0.8725,1.943,1.8696,1.066,3.0517,1.7154,1.003,0.688,1.7432,1.6102,4.7466,2.7344,1.5918,2.5444,2.3494,0.2601,0.839,0.2292,0.7134,0.9395,0.8396,0.7241,0.6585,1.5846,1.1114,0.1754,0.4098,1.9177,1.6373,0.9311,0.6457,0.7394,1.0127,1.3352,1.1957,0.3565,0.8036,0.9759,1.3909,2.1301,0.8007,1.6084,1.0911,0.3778,0.363,0.997,0.5451,1.5518,0.8839,0.6288,0.9495,5.137,0.5005,0.4885,2.0422,1.4523,0.9929,1.7841,0.3675,1.0736,2.1133,3.0671,0.9758,0.411,1.9542,2.8158,1.568,1.2868,0.3617,1.5217,1.5271,0.3575,0.5504,1.3511,0.7622,1.0231,0.9259,0.5498,0.902,2.3718,1.1809,0.9836,1.2352,3.5507,0.7957,0.6695,1.6245,0.5687,3.6192,2.3102,0.824,0.4317,1.7475,0.577,2.022,1.4145,0.9173,2.7664,1.0892,0.1145
794,threonylphenylalanine,Peptide,Dipeptide,31530,LC/MS Pos Early,100001125,3077,267.13394,16875-27-7,4099799,3313819,,HMDB29068,1.2157,1.7694,0.6568,0.0729,1.1616,1.2494,2.6765,3.56,0.9799,0.362,1.4406,0.2156,0.5787,0.0729,0.2306,2.6259,2.682,2.0098,0.0971,0.7744,3.1554,0.7655,0.5805,2.0477,1.1084,0.8608,0.6597,1.742,0.8256,0.4673,0.6293,0.0729,1,1.9129,0.4636,15.3135,2.2732,0.1721,0.2528,0.2141,0.2457,0.1618,1.0071,0.0962,8.9435,0.8587,0.5573,1.1599,3.0105,1.4763,0.4054,0.4981,1.4287,0.8138,0.3604,1.2867,0.5302,1.6627,0.5575,0.0729,0.9656,0.5975,1.0567,1.721,2.0319,0.4498,0.0729,0.3702,0.6556,5.3287,1.2132,0.0729,7.6913,1.9219,0.176,0.4522,3.826,1.0514,1.4882,5.4708,0.711,1.3108,0.6146,1.6254,0.9014,0.3731,0.6925,0.0729,3.1377,0.9606,0.5899,2.5516,3.7154,0.932,0.1768,0.2956,1.3095,1.0151,3.5291,0.3989,4.1263,1.5343,0.0729,1.2784,3.7529,1.2275,0.2452,4.9223,2.0427,3.5181,0.8206,0.4377
3590,thymidine,Nucleotide,"Pyrimidine Metabolism, Thymine containing",2183,LC/MS Neg,872,1963.7,241.08299,50-89-5,5789,5585,C00214,HMDB00273,0.7785,0.2345,0.9413,0.8901,1.0529,0.8212,1.0428,0.8625,0.9938,1.9966,0.637,1.9896,0.4943,0.4762,3.6261,0.7593,0.3261,0.8157,1.1463,1.0373,2.3678,1.8897,5.8726,2.4215,0.2375,3.3967,2.2188,1.0051,0.6477,0.5633,1.1367,0.6704,1.1607,0.8655,1.6461,1.2061,0.9407,0.2691,0.2818,3.2438,0.8777,0.448,1.7219,0.3161,0.0378,0.5334,1.3962,0.5879,0.4861,1.4056,2.8522,1.5775,0.9537,2.1485,0.8197,1.1357,0.3781,2.2035,1.2684,0.2696,1.2891,0.5848,0.8627,3.5879,0.8072,1.5671,0.4818,2.7339,0.8019,0.5837,1.1307,0.5204,0.5145,1.0834,0.3437,0.4103,1.4172,1.8194,1.4901,2.0946,0.3599,1.0317,1.93,0.6904,0.6311,1.0631,1.1958,0.7148,2.1231,0.6675,2.41,0.636,1.6018,2.3687,0.2441,8.6721,0.9949,2.3274,4.6101,0.1722,0.0413,0.6241,0.3748,1.0681,1.1657,1.1617,0.1524,3.3575,1.2245,2.2942,2.2159,0.3569
3586,thymidine 5'-monophosphate,Nucleotide,"Pyrimidine Metabolism, Thymine containing",12023,LC/MS Neg,1248,883,321.04933,33430-62-5,9700,10239189,C00364,HMDB01227,3.2571,2.8983,0.2234,0.3469,0.2805,1.3845,0.6403,0.0594,0.1628,0.3055,0.559,0.0969,0.0594,0.0594,0.5764,0.6376,0.8317,0.0594,0.2062,0.0594,1.129,1.7694,1.6538,0.0594,2.6835,2.7114,1.1635,0.7117,2.8309,0.24,0.0594,0.3365,5.6636,2.0426,1.5304,15.9076,0.0594,0.8937,0.0594,0.342,0.2071,0.0594,1.3172,0.0594,0.6146,0.0594,2.0239,5.692,3.0441,1.5496,0.4104,0.3021,1.4242,11.1352,0.3318,1.5243,1.6997,0.4435,0.3312,0.2226,1.5301,4.4041,1.6744,0.9646,1.9834,0.4039,0.0594,1.2331,0.4557,0.0594,0.3474,0.0594,0.9474,0.3428,1.0244,3.9031,3.4356,0.8924,1.8172,0.2627,2.2345,0.7701,0.4807,2.4177,1.2672,1.272,1.2169,0.5529,4.6753,0.5498,0.8608,0.3003,0.5046,1.664,0.0594,0.0594,0.8972,1,1.7741,0.4553,0.0594,0.0594,0.2157,2.8849,2.0562,0.6415,0.0594,3.5445,2.3522,2.4801,4.0676,0.3209
3591,thymine,Nucleotide,"Pyrimidine Metabolism, Thymine containing",604,LC/MS Neg,882,1654,125.03565,65-71-4,1135,1103,C00178,HMDB00262,0.7761,0.3311,0.5422,4.4138,1.3562,0.7559,0.8319,1.1442,0.6987,0.5753,0.8984,1.0637,0.3023,2.6752,5.4383,4.4977,0.9871,3.1082,1.5178,0.5285,7.062,1.0189,4.5487,2.7032,0.0985,3.5021,1.4976,0.7987,1.8664,1.2575,0.3392,5.6662,0.3778,0.4772,2.0361,1.5976,0.7801,0.0876,1.4826,1.8885,0.5792,2.9939,0.706,2.7843,0.2501,0.6135,1.7345,0.6255,1.2278,0.5585,1.657,1.0929,0.328,1.6214,0.7934,0.3234,0.0966,1.8233,0.3518,4.8773,0.3699,0.1222,1.8291,5.6937,0.2706,0.5704,2.5836,0.9339,0.4055,2.3439,0.1802,2.3861,2.4217,1.0129,1.1437,0.2387,4.6246,1.3762,0.6993,2.8762,0.1991,0.5611,0.8488,0.9506,0.1055,5.7795,0.1927,3.9632,4.8672,0.1674,2.5629,0.404,0.3517,1.275,1.3772,4.763,0.6361,2.4129,6.4192,0.7466,0.3049,0.3325,2.3835,0.17,3.4925,0.2602,0.2253,3.0258,0.7854,1.2685,1.054,0.0835
4224,thymol sulfate,Xenobiotics,Food Component/Plant,36095,LC/MS Neg,100001757,4410,229.054,89-83-8,,10709958,C09908,HMDB01878,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.6976,0.1059,0.1059,0.1059,0.1059,0.1059,3.1582,0.1059,0.1059,0.1059,2.1774,0.1059,1.0237,0.1059,0.1059,0.1059,0.1059,0.7952,6.6418,0.5357,0.1697,0.1059,0.1059,0.1059,0.1059,1,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,2.635,0.1059,2.0598,0.1059,0.1059,0.1059,0.1059,0.1059,0.4167,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,3.1913,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,2.5233,0.1059,0.1059,0.1059,0.1059,0.1059,0.548,0.1818,0.4336,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,2.6629,0.1059,0.1059,0.3832,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,0.1059,1.9883,3.6839,0.1389,0.1059
306,tiglylcarnitine (C5:1-DC),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35428,LC/MS Pos Early,100001597,2962,244.15434,64191-86-2,22833596,17216200,,HMDB02366,1.1136,0.97,0.8097,0.2998,0.4918,2.9304,0.4054,0.2998,0.2998,1.3627,0.2998,0.8495,0.2998,2.0318,0.8017,3.7693,0.718,0.2998,0.2998,1.4181,0.3908,3.061,0.2998,0.8515,0.2998,2.0222,0.2998,0.2998,1.1296,0.2998,0.2998,0.2998,0.2998,0.2998,0.2998,0.2998,0.2998,0.2998,0.2998,5.4209,1.9892,0.7699,0.2998,0.2998,0.2998,2.1566,0.2998,0.3095,1.2829,0.2998,1,4.1353,0.2998,0.4082,1.2298,0.2998,0.8041,0.4997,0.5948,0.3968,0.2998,1.2349,0.8459,0.2998,0.2998,0.2998,0.2998,0.2998,0.2998,1.0337,1.4777,1.3645,0.2998,4.4978,0.6377,2.3512,0.9057,1.3688,0.8254,1.522,0.2998,1.1239,0.7455,0.3232,0.2998,1.2463,0.2998,0.2998,0.2998,0.2998,0.2998,0.2998,0.2998,0.5045,0.2998,0.2998,0.2998,13.5219,0.9336,1.3105,0.2998,0.3577,0.2998,1.1595,0.2998,0.3692,2.7512,0.6449,0.4015,5.52,0.5292,0.2998
397,trans-4-hydroxyproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,32306,LC/MS Pos Early,1001,1064,132.06552,51-35-4,5810,5605,C01157,HMDB00725,7.0527,0.6538,0.4808,0.6595,0.0459,10.684,1.7101,0.3237,2.471,5.1603,0.4892,0.4872,2.1149,0.486,0.6104,1.9835,0.6103,0.2581,2.9792,3.0031,6.1775,8.373,0.2951,0.6513,2.0773,0.3042,0.2949,3.7662,5.0201,1.7636,0.2101,0.6428,0.3145,1.6374,0.553,1.5764,0.3505,0.2164,0.5903,3.3478,4.813,2.4213,3.2966,0.3304,0.3503,0.1527,3.428,0.1338,1.2267,4.5286,4.7802,0.7019,4.2221,0.2937,0.2777,1.3622,9.2785,1.7714,0.3768,0.4594,0.0901,0.3936,0.995,1.3565,0.2644,0.4495,0.5061,0.4681,4.3861,2.3014,1.4847,0.6635,0.2615,4.1741,1.6408,0.5631,0.791,6.0821,11.9755,0.2644,2.9342,0.2708,0.3814,1.6258,3.6265,7.0501,0.3008,1.2374,0.721,2.8691,0.6829,11.3735,0.3164,1.3087,0.4482,0.4427,0.8933,7.7236,2.0889,3.4134,2.3686,0.7787,15.5657,0.3226,1.3335,1.005,4.4634,2.0206,1.1483,3.2232,0.4292,0.4239
1230,trans-nonadecenoate (tr 19:1)*,Lipid,Long Chain Fatty Acid,57485,LC/MS Neg,100015805,5824,295.26425,,,,,,0.4853,1.1154,0.4841,3.9583,0.3341,1.4283,0.5097,0.7476,1.5998,0.6195,0.2875,1.1936,0.9925,0.5468,3.3948,3.3567,0.3108,0.8598,1.0499,0.13,1.2045,2.8157,1.6983,0.6256,0.1636,0.6791,1.9333,1.2859,0.4041,0.6879,0.4271,3.1521,0.5958,2.4973,3.7038,0.4929,0.7718,0.2425,0.1856,0.1997,2.4309,1.7484,1.113,1.0338,1.272,0.1588,1.0075,0.6395,0.8806,1.4813,0.8427,1.9233,0.13,0.13,1.5841,0.13,1.6785,1.8066,0.5698,2.051,0.13,2.1062,0.7691,0.2081,1.3241,0.3894,0.2547,1.0371,2.2165,1.4742,2.279,4.2801,0.7409,0.9609,1.0505,0.4539,1.5356,0.13,0.1822,1.1954,0.777,0.13,2.5044,0.8967,0.55,0.7907,0.7447,0.7979,0.4455,3.5275,1.8765,0.13,1.4837,0.2911,0.6947,0.13,2.3395,2.3878,1.431,2.6969,0.13,0.5737,0.2551,0.36,1.8504,1.3557,0.13,1.3034,1.0935,0.7118,1.0494,0.3599
72,trans-urocanate,Amino Acid,Histidine Metabolism,607,LC/MS Pos Early,537,2285,139.05021,104-98-3,736715,643824,C00785,HMDB00301,1.59,0.5707,2.3604,0.6682,0.4299,0.5009,0.2596,0.0279,5.0124,2.3264,0.2,3.1437,1.3861,0.1265,4.4931,0.3338,2.3367,1.312,0.3894,5.3353,1.8018,1.1663,22.5329,2.7463,0.4473,0.073,0.361,1.8909,0.675,0.3965,1.4615,0.5302,0.7965,1.4758,0.5438,6.6856,7.5847,0.1945,5.7267,3.3972,1.4845,0.1692,2.1225,0.2769,0.4384,0.4057,0.2157,1.1152,0.0914,0.4756,4.0997,0.3204,1.8909,0.9424,0.9999,0.0379,0.5999,1.9176,0.886,0.3487,0.1434,0.7659,0.1978,1,3.8545,0.3058,0.1981,3.1394,3.6529,0.1212,3.0756,0.4006,0.2481,1.6417,0.0491,1.1768,0.2581,2.5514,0.3204,0.3066,1.2162,0.0722,1.8018,0.0279,1.9534,8.616,0.1325,2.2642,0.3293,1.01,3.2636,7.8424,3.8336,1.1255,0.3569,10.4141,4.9458,2.4789,11.9432,0.2139,0.2729,1.4328,0.3109,1.4566,0.1101,0.17,6.76,1.0102,6.8297,1.3602,1.7492,0.0308
4229,tribuloside,Xenobiotics,Food Component/Plant,38175,LC/MS Neg,100002261,3933,593.13006,20316-62-5,5320686,4478707,C17140,,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,2.9848,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0647,0.0674,0.0647,0.0647,1.9326
1169,tricarballylate,Energy,TCA Cycle,15729,LC/MS Neg,2053,578,175.02481,99-14-9,14925,14220,C19806,HMDB31193,1.6472,0.0314,1.9192,0.0314,0.0857,0.0998,0.9497,0.0314,0.0314,2.1762,0.0314,0.4938,3.3145,0.0314,0.0314,1.7863,0.3065,0.3378,0.4041,0.0314,0.791,1,0.0698,0.0915,2.3781,0.3878,0.925,0.3011,1.3985,0.0888,2.2431,0.0314,2.4409,0.1017,1.7451,0.4485,0.0314,4.1949,0.0314,1.6051,1.3831,0.0314,2.6478,1.2746,0.3183,0.0532,5.3931,0.0314,1.8979,4.5873,1.2767,2.6702,0.1026,1.2731,1.4577,3.4073,2.3907,0.5769,3.5878,0.0314,0.1757,0.0314,6.1208,0.0314,0.0314,0.4944,0.0314,4.8875,2.7164,0.4234,0.0314,0.7531,5.8309,0.0314,5.7084,0.0314,0.6334,1.2654,1.7699,0.4548,0.9291,0.9744,0.0314,0.7739,0.4785,7.2386,2.6858,0.0314,2.3361,0.0314,0.2193,1.7617,0.0314,4.3954,0.0314,0.5086,3.5305,0.9084,4.526,1.5734,0.0314,0.214,1.0756,0.0314,0.9388,1.621,0.1758,0.2692,0.3789,0.7508,0.2466,0.8075
